,Bins,T0,T10,T20,T30,T40,T50,T60,T70,T80,T90,T100,T110,T120
0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56.188199999999995,0,1,0,0,0,0,1,3,0,0,0,0,2
2,111.37639999999999,2255,2413,403,1334,1579,1794,1311,1034,566,649,588,637,649
3,166.56459999999998,1764,1971,303,1017,1152,1421,977,798,436,485,401,542,598
4,221.75279999999998,739,906,116,457,534,695,486,397,181,217,190,195,274
5,276.941,416,452,34,195,260,403,246,195,96,103,79,100,124
6,332.12919999999997,172,242,18,111,132,249,134,110,46,54,46,44,58
7,387.31739999999996,90,145,13,47,78,129,100,74,25,23,22,25,36
8,442.50559999999996,49,77,3,37,56,72,54,39,13,23,10,13,29
9,497.69379999999995,38,42,5,21,26,63,44,22,12,9,6,8,17
10,552.882,16,22,2,10,19,43,31,16,9,6,6,9,14
11,608.0701999999999,10,11,1,8,12,31,17,12,7,8,3,3,12
12,663.2583999999999,8,6,1,3,10,15,17,12,7,5,5,3,13
13,718.4466,4,5,3,3,9,13,13,13,0,1,5,5,6
14,773.6347999999999,5,2,0,2,7,17,3,6,2,3,0,1,3
15,828.8229999999999,2,3,0,0,4,9,8,2,1,0,2,1,5
16,884.0111999999999,1,4,0,0,3,6,5,10,4,1,2,0,2
17,939.1994,3,2,0,0,4,2,4,3,4,1,0,2,3
18,994.3875999999999,3,1,0,3,3,4,4,3,2,0,1,1,1
19,1049.5757999999998,1,0,0,2,1,3,3,2,0,1,3,0,2
20,1104.764,0,0,0,1,0,1,7,5,1,0,1,1,1
21,1159.9522,0,0,0,0,0,3,2,2,1,0,0,1,1
22,1215.1403999999998,1,0,0,0,1,2,5,2,0,0,0,0,1
23,1270.3285999999998,2,0,0,1,0,3,1,5,2,2,2,0,1
24,1325.5167999999999,2,0,1,0,0,1,3,9,1,4,4,4,1
25,1380.705,1,0,0,0,0,1,1,2,2,0,1,0,1
26,1435.8932,0,0,0,0,0,1,2,1,0,0,2,0,0
27,1491.0813999999998,0,0,0,0,0,1,6,4,2,0,0,0,2
28,1546.2695999999999,0,0,0,0,1,1,2,1,3,3,0,0,1
29,1601.4578,1,1,0,0,0,0,2,5,1,1,0,1,2
30,1656.6459999999997,1,0,0,0,1,0,1,3,1,1,1,2,0
31,1711.8341999999998,0,0,0,0,0,0,0,0,1,5,0,1,0
32,1767.0223999999998,0,3,0,0,0,1,1,3,4,4,2,0,8
33,1822.2105999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1877.3988,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1932.5869999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1987.7751999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2042.9633999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2098.1515999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2153.3397999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2208.528,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2263.7162,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2318.9044,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2374.0926,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2429.2807999999995,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2484.4689999999996,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2539.6571999999996,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2594.8453999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2650.0335999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2705.2218,0,0,0,0,0,0,0,0,0,0,0,0,0
